,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,low,medium,IT,RandD,accounting,hr,management,marketing,product_mng,sales,support,technical
351,0.81,0.85,3,263,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0
12411,0.43,0.52,2,139,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3615,0.9,0.7,3,147,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1
566,0.63,0.86,4,271,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0
914,0.65,0.77,5,241,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6494,0.52,0.83,3,153,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
13911,0.42,0.54,2,143,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2957,0.78,0.55,3,144,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
12727,0.89,0.89,5,262,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3684,0.7,0.48,4,229,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7752,0.69,0.67,4,156,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
14156,0.43,0.49,2,160,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11012,0.65,0.74,4,233,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1579,0.71,0.36,4,278,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0
14940,0.1,0.78,5,285,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0
1398,0.64,0.5,3,238,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1530,0.71,0.77,4,192,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3077,0.22,0.69,4,182,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1
13567,0.73,0.87,5,257,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0
10362,0.75,0.63,4,209,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1624,0.65,0.66,5,239,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2525,0.91,0.49,6,272,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2227,0.67,0.67,3,183,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0
487,0.82,0.68,2,285,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3288,0.94,0.7,3,271,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4089,0.87,0.81,5,236,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1
379,0.97,0.97,5,192,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
14132,0.74,0.54,5,216,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2968,0.88,0.96,5,182,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0
9830,0.63,0.5,2,230,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0
11378,0.49,0.88,4,244,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5646,0.81,0.84,3,216,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
357,0.75,0.9,5,186,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0
9418,0.75,0.99,2,237,5,1,0,1,0,0,0,0,0,0,0,1,0,0,0
8298,0.75,0.98,3,143,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
7146,0.91,0.71,3,171,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
47,0.87,0.5,3,242,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
9360,0.62,0.75,5,165,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0
11947,0.39,0.51,2,129,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0
11750,0.61,0.47,2,253,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
708,0.49,0.77,4,218,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7497,0.59,0.43,3,171,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0
11885,0.77,1.0,4,255,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0
836,0.54,0.64,3,250,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4918,0.69,0.86,4,214,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2342,0.56,0.62,4,247,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5727,0.61,0.47,2,149,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
11028,0.95,0.75,4,151,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4438,0.83,0.76,3,262,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0
7539,0.97,0.76,3,193,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0
6108,0.67,0.83,5,269,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
12461,0.42,0.56,2,158,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6920,0.71,0.61,2,216,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
9899,0.74,0.94,4,157,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
13080,0.87,0.97,5,250,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0
12974,0.73,0.84,5,251,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10038,0.19,0.58,4,173,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0
12586,0.57,0.85,4,219,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0
7838,1.0,0.61,3,188,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0
12133,0.45,0.54,2,152,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8035,0.51,0.72,3,242,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
10879,0.74,0.77,3,211,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10234,0.95,0.67,4,261,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5562,0.71,0.85,3,260,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5914,0.92,0.79,3,243,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4057,0.63,0.49,3,252,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3307,0.36,0.42,2,192,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4919,0.53,0.49,3,191,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8206,0.64,0.9,6,143,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8332,0.77,0.8,2,255,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0
10833,0.6,0.62,3,238,4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
7709,0.59,0.94,5,274,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4742,0.35,0.64,4,147,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5729,0.52,0.85,4,193,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
7159,0.75,0.64,3,195,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1254,0.57,0.54,5,216,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5309,0.98,0.49,4,214,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1475,0.63,0.54,3,145,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1
14381,0.81,0.99,4,259,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3120,0.68,0.72,3,213,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0
13075,0.42,0.55,2,150,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9245,0.48,0.81,4,149,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0
6562,0.87,0.54,4,162,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
14341,0.1,0.83,6,292,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7719,0.66,0.96,3,175,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
11842,0.91,0.97,5,233,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0
10548,0.68,0.89,5,218,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0
304,0.51,0.53,3,201,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2323,0.13,0.76,5,217,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8992,0.65,0.76,2,170,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0
6463,0.93,0.73,3,252,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5205,0.13,0.65,2,209,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0
14371,0.1,0.95,7,301,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3997,0.63,0.75,4,155,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
14076,0.45,0.54,2,129,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13725,0.4,0.52,2,147,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0
10398,0.48,0.61,3,251,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1739,0.51,0.5,3,147,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0
11499,0.09,0.77,5,275,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0
9464,0.49,0.66,3,155,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
3702,1.0,0.94,3,257,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0
12153,0.43,0.46,2,149,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5418,0.99,0.57,4,216,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8141,0.68,0.69,3,148,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2167,0.15,0.94,5,244,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1393,0.71,0.53,3,186,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6634,0.5,0.89,5,223,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2543,0.76,0.52,2,229,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1
9628,0.57,0.75,4,249,10,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7518,0.52,0.71,3,151,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6835,0.92,0.89,4,236,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1270,0.92,0.53,2,249,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2140,0.65,0.8,4,164,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6334,0.5,0.99,2,258,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6526,0.89,0.58,3,272,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0
12105,0.73,0.89,5,236,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0
12564,0.86,0.91,5,265,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0
14710,0.89,0.95,2,181,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8170,0.8,0.6,3,212,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3379,0.5,0.7,5,264,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6902,0.48,0.51,4,201,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0
13413,0.11,0.84,7,310,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5568,0.72,0.85,4,142,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
12162,0.11,0.92,7,255,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3891,0.74,0.89,4,149,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
13749,0.82,0.84,5,244,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5391,0.65,0.9,3,241,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0
13934,0.83,0.98,4,259,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2390,0.93,0.76,4,207,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13679,0.79,0.92,5,254,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4901,1.0,0.52,4,171,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0
13267,0.36,0.49,2,147,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0
7685,0.56,0.47,5,185,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0
9930,0.97,0.92,6,137,8,1,0,1,0,0,0,0,0,0,0,1,0,0,0
7040,0.64,0.52,4,271,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0
6584,0.84,0.81,4,198,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3592,0.49,0.99,3,199,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5942,0.81,0.52,4,221,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10316,0.2,0.94,6,191,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10795,0.85,0.49,4,139,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5513,0.51,0.51,5,222,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3978,0.56,0.83,5,275,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
13928,0.91,0.84,5,265,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6550,0.99,0.58,4,183,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0
7636,0.68,0.55,4,169,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0
4122,0.45,0.45,4,168,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1139,0.55,0.92,3,198,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5290,0.32,0.87,2,197,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
9276,0.81,0.62,3,240,6,0,1,1,0,0,0,0,0,0,0,0,1,0,0
12965,0.4,0.57,2,152,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4395,0.84,0.52,5,189,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0
11272,0.69,0.75,3,253,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12463,0.1,0.95,6,256,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1
828,0.52,0.51,3,213,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7639,0.99,0.47,3,152,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3752,0.68,0.78,3,232,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
14397,0.09,0.85,6,297,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6006,0.56,0.55,3,245,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
10702,0.48,0.84,4,186,7,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1261,1.0,0.87,4,129,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0
13624,0.27,0.54,7,278,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6151,0.39,0.87,5,257,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0
14159,0.79,0.94,4,232,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7087,0.66,0.63,3,201,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0
9819,0.61,0.61,4,246,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0
10130,0.59,0.96,5,211,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
14261,0.13,0.78,6,152,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2589,0.99,0.91,3,241,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4469,0.59,0.67,3,180,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8772,0.92,0.83,4,268,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0
14478,0.45,0.53,2,129,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3721,0.73,0.86,3,215,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11853,0.42,0.51,2,136,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2802,0.95,0.53,4,263,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0
6421,0.61,0.56,2,123,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5792,0.83,0.68,4,198,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2684,0.65,0.84,4,247,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9901,0.24,0.88,5,199,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0
8816,0.78,0.54,3,161,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3169,0.51,0.58,4,140,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11744,0.43,0.47,2,135,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3463,0.72,0.71,5,137,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7969,0.63,0.59,3,189,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1
476,0.58,0.77,4,196,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1
4639,0.77,0.71,3,134,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4560,0.57,0.59,4,206,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0
13760,0.09,0.98,6,271,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2009,0.15,0.81,4,160,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12860,0.91,0.99,5,265,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1
14941,0.43,0.49,2,131,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5504,0.52,0.57,4,239,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4705,0.63,0.79,2,206,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0
339,0.14,0.51,5,173,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5958,0.79,0.61,4,162,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
13939,0.53,0.85,2,164,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1683,0.71,0.69,3,172,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7654,0.68,0.61,4,227,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1
794,0.13,0.89,4,249,6,1,0,0,1,0,0,0,0,0,0,0,0,1,0
7258,0.73,0.49,3,248,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6802,0.77,0.59,4,153,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5786,0.65,0.81,4,192,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1034,0.6,0.94,4,160,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1454,0.89,0.86,3,178,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5015,0.63,0.43,2,222,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1534,0.59,0.66,3,186,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
8188,0.87,0.49,4,213,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
14832,0.1,0.86,6,247,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0
7482,0.63,0.88,4,260,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5221,0.78,0.51,3,172,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9770,0.88,0.53,3,218,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0
12351,0.44,0.5,2,156,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
168,0.8,0.94,4,136,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0
14017,0.39,0.54,2,155,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1493,0.63,0.8,3,243,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12953,0.1,0.8,6,261,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8744,0.15,0.81,3,191,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2966,0.74,0.58,4,233,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0
434,0.65,0.75,2,151,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0
14121,0.1,0.83,6,278,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0
7556,0.97,0.88,4,237,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3485,0.38,0.59,4,276,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8776,0.89,0.99,4,205,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0
13899,0.44,0.53,2,149,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
10072,0.22,0.54,6,169,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4902,0.88,0.88,3,220,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6188,0.78,0.61,4,268,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
8948,0.76,0.79,5,187,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0
8369,0.86,0.59,4,189,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
5384,0.53,0.43,2,139,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3154,0.54,0.75,3,260,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1
925,0.5,0.89,5,222,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
10930,0.6,0.52,3,183,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0
9780,0.82,0.67,4,156,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0
7780,0.82,0.74,3,163,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12824,0.2,0.7,6,281,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0
7981,0.89,0.89,5,179,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1107,0.74,0.96,4,154,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1053,0.54,0.72,3,172,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5225,0.94,0.82,3,246,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
12417,0.4,0.46,2,144,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0
10266,0.73,0.98,5,272,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10895,0.55,0.67,3,150,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0
1022,0.82,0.63,4,232,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1
14700,0.76,0.88,4,206,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0
10672,0.82,0.82,3,164,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5459,0.93,0.65,4,258,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5023,0.52,0.61,5,162,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8602,0.59,0.74,3,240,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0
6075,0.69,0.85,5,246,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2512,0.54,0.92,4,228,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0
6632,0.96,0.53,3,166,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9755,0.88,0.6,4,208,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2201,0.49,0.71,3,255,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0
10845,0.16,0.46,6,240,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3341,0.81,0.6,4,133,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0
10844,0.5,0.51,5,134,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5524,0.92,0.84,3,220,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4671,0.95,0.42,3,189,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0
13146,0.44,0.54,2,133,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6032,0.58,0.71,3,230,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0
468,0.91,0.76,5,152,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0
10189,0.95,0.9,3,186,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0
6927,0.91,0.63,4,210,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0
11102,0.95,0.77,5,199,10,1,0,0,1,0,0,0,0,0,0,0,1,0,0
7443,0.57,0.83,5,189,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
14411,0.9,0.82,5,259,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0
14290,0.39,0.56,2,142,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5922,0.48,0.94,3,185,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0
11733,0.45,0.47,2,135,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0
6595,0.87,0.68,3,257,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3478,0.98,0.92,3,254,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11654,0.37,0.46,2,158,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5790,0.28,0.66,3,184,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0
7884,0.91,0.83,4,235,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7963,0.89,0.99,4,258,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3465,0.95,0.55,5,185,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0
12599,0.11,0.91,6,302,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0
518,0.63,0.98,4,175,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
439,0.66,0.58,3,205,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2861,0.52,0.91,5,193,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0
11143,0.23,0.7,3,123,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0
11491,0.36,0.56,2,132,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0
12023,0.09,0.87,5,263,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0
5396,0.53,0.61,4,198,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3800,0.99,0.9,4,177,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5928,0.32,0.42,6,114,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0
11489,0.11,0.93,7,308,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0
12082,0.1,0.89,7,308,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2380,0.61,0.68,3,254,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0
27,0.92,0.93,4,208,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3233,0.48,0.68,4,163,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1
9751,0.99,0.92,4,265,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0
902,0.93,0.98,4,160,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
13514,0.17,0.84,5,232,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4850,0.95,0.49,3,188,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
14752,0.81,0.87,4,254,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2608,0.88,0.84,3,266,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0
14993,0.76,0.83,6,293,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4817,0.26,0.45,5,187,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5286,0.87,0.76,5,254,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2531,0.93,0.96,5,135,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0
8138,0.91,0.88,5,123,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0
11646,0.43,0.53,2,131,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2109,0.84,0.48,4,269,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
11412,0.52,0.61,4,187,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0
5576,0.66,0.83,4,234,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2344,0.91,0.56,4,251,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0
10504,0.59,0.48,3,197,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4842,0.76,0.84,5,249,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
